0,0,1617331944495
0,0,1617331944614
0,0,1617331944714
0,0,1617331944815
0,0,1617331944932
0,0,1617331945032
0,0,1617331945134
0,0,1617331945233
0,0,1617331945338
0,0,1617331945434
0,0,1617331945534
0,0,1617331945635
0,0,1617331945736
0,0,1617331945833
0,0,1617331945932
0,0,1617331946034
0,0,1617331946133
0,0,1617331946232
0,0,1617331946334
0,0,1617331946433
0,0,1617331946532
0,0,1617331946634
0,0,1617331946733
0,0,1617331946832
0,0,1617331946934
0,0,1617331947034
0,0,1617331947133
0,0,1617331947235
0,0,1617331947334
0,0,1617331947433
0,0,1617331947535
0,0,1617331947634
0,0,1617331947733
0,0,1617331947835
0,0,1617331947934
0,0,1617331948033
0,0,1617331948135
0,0,1617331948234
0,0,1617331948333
0,0,1617331948435
0,0,1617331948534
0,0,1617331948633
0,0,1617331948735
0,0,1617331948834
0,0,1617331948933
0,0,1617331949035
0,0,1617331949134
0,0,1617331949233
0,0,1617331949335
0,0,1617331949434
0,0,1617331949533
0,0,1617331949635
0,0,1617331949734
0,0,1617331949833
0,0,1617331949932
0,0,1617331950034
0,0,1617331950133
0,0,1617331950235
0,0,1617331950334
0,0,1617331950433
0,0,1617331950535
0,0,1617331950634
0,0,1617331950733
0,0,1617331950835
0,0,1617331950934
0,0,1617331951033
0,0,1617331951135
0,0,1617331951234
0,0,1617331951333
0,0,1617331951435
0,0,1617331951534
0,0,1617331951633
0,0,1617331951735
0,0,1617331951834
0,0,1617331951933
0,0,1617331952035
0,0,1617331952134
0,0,1617331952233
0,0,1617331952335
0,0,1617331952434
0,0,1617331952533
0,0,1617331952635
0,0,1617331952734
0,0,1617331952833
0,0,1617331952935
0,0,1617331953034
0,0,1617331953133
0,0,1617331953235
0,0,1617331953334
0,0,1617331953433
0,0,1617331953535
0,0,1617331953634
0,0,1617331953733
0,0,1617331953832
0,0,1617331953934
0,0,1617331954033
0,0,1617331954132
0,0,1617331954234
0,0,1617331954333
0,0,1617331954432
0,0,1617331954534
0,0,1617331954633
0,0,1617331954732
0,0,1617331954835
0,0,1617331954933
0,0,1617331955032
0,0,1617331955134
0,0,1617331955233
0,0,1617331955332
0,0,1617331955434
0,0,1617331955534
0,0,1617331955633
0,0,1617331955735
0,0,1617331955834
0,0,1617331955933
0,0,1617331956035
0,0,1617331956134
0,0,1617331956233
0,0,1617331956335
0,0,1617331956434
0,0,1617331956533
0,0,1617331956635
0,0,1617331956734
0,0,1617331956833
0,0,1617331956935
0,0,1617331957034
0,0,1617331957133
0,0,1617331957235
0,0,1617331957334
0,0,1617331957433
0,0,1617331957535
0,0,1617331957634
0,0,1617331957733
0,0,1617331957835
0,0,1617331957934
0,0,1617331958033
0,0,1617331958135
0,0,1617331958234
0,0,1617331958333
0,0,1617331958435
0,0,1617331958534
0,0,1617331958636
0,0,1617331958735
0,0,1617331958834
0,0,1617331958933
0,0,1617331959032
0,0,1617331959134
0,0,1617331959233
0,0,1617331959332
0,0,1617331959434
0,0,1617331959533
0,0,1617331959632
0,0,1617331959734
0,0,1617331959833
0,0,1617331959935
0,0,1617331960034
0,0,1617331960133
0,0,1617331960235
0,0,1617331960334
0,0,1617331960433
0,0,1617331960535
0,0,1617331960634
0,0,1617331960733
0,0,1617331960835
0,0,1617331960934
0,0,1617331961033
0,0,1617331961135
0,0,1617331961234
0,0,1617331961333
0,0,1617331961435
0,0,1617331961534
0,0,1617331961633
0,0,1617331961735
0,0,1617331961834
0,0,1617331961933
0,0,1617331962035
0,0,1617331962134
0,0,1617331962233
0,0,1617331962332
0,0,1617331962434
2,0,1617331962533
21,7,1617331962632
